gender,ownhome,approval_senator2,partisan_identity,voted_president_party,protestantism_branch,has_child,religion,union_membership,religion_importance,approval_president,race_ethnicity,approval_governor,citizen,age,economy_retro,educ,approval_house_representative,church_attendance,employment_status,family_income,uninsured,no_immediate_family_served_military,state,year,union_membership_household,evangelical,approval_senator1,marital_status,interest_in_news,ideology,voted_general_election,registered_party,voted_senator_party,intention_house_representative_vote,registration_status,intention_to_vote,intention_president_vote,self_reported_turnout,intention_senator_vote,voted_house_representative_party,intention_governor_vote,voted_governor_party
Female,Other,Never Heard / Not Sure,Not Very Strong Democrat,Democratic,Not protestant,No,Something Else,union,Very Important,Never Heard / Not Sure,Asian,Approve / Somewhat Approve,Citizen,22,Gotten better / somewhat better,Some College,Approve / Somewhat Approve,Once a Week,Part-Time,Less than 10k,No,Yes,California,2017,union_hh,No,Approve / Somewhat Approve,Single / Never Married,Only now and then,Liberal,,,,,,,,,,,,
Female,Own,Approve / Somewhat Approve,Strong Republican,,Not protestant,Yes,Buddhist,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,35,Stayed about the same,4-Year,,Never,Full-Time,100k - 120k,No,Yes,Hawaii,2014,union_hh,No,,Married,Some of the time,Moderate,Voted,No Record of Party Registration,,,Active,I already voted (early or absentee),,No,,,,
Male,Own,Never Heard of this Person,Strong Democrat,,Not protestant,No,Muslim,union,Very Important,Strongly Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,20,Stayed about the same,High School Graduate,Never Heard of this Person,More Than Once a Week,Student,20k - 30k,No,Yes,Maryland,2018,union_hh,No,Never Heard of this Person,Single / Never Married,Only now and then,Moderate,Voted,No Record of Party Registration,,,Active,Undecided,,,,,Republican,
Female,Own,Strongly Approve,Strong Democrat,Democratic,Not protestant,No,Muslim,union,Very Important,Strongly Approve,Asian,Strongly Disapprove,Citizen,40,Stayed about the same,Some College,Strongly Approve,More Than Once a Week,Full-Time,70k - 80k,No,Yes,Minnesota,2010,union_hh,No,Strongly Approve,Married,Most of the time,Very Liberal,No Record of Voting,,,Democratic,Unregistered,,,Yes,,Democratic,Democratic,Independence
Male,Own,Never Heard / Not Sure,Independent,Other Candidate,Not protestant,No,Nothing in Particular,union,Very Important,Never Heard / Not Sure,Asian,Never Heard / Not Sure,Citizen,43,Gotten much worse,4-Year,Never Heard / Not Sure,More Than Once a Week,Full-Time,80k - 100k,No,Yes,California,2016,union_hh,No,Never Heard / Not Sure,Widowed,Only now and then,Not Sure,No Record of Voting,No Record of Party Registration,,,No Record of Registration,No,,Yes,,,,
Female,Own,Never Heard / Not Sure,Strong Republican,,Not protestant,No,Muslim,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Approve / Somewhat Approve,Citizen,28,Stayed about the same,4-Year,Never Heard / Not Sure,A Few Times a Year,Full-Time,40k - 50k,Yes,Yes,Maryland,2020,union_hh,No,Never Heard / Not Sure,Married,Some of the time,Very Conservative,No Record of Voting,No Record of Party Registration,,Republican,Unregistered,Probably,Republican,,,,,
Male,Own,Strongly Approve,Strong Democrat,Republican,Baptist,Yes,Protestant,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,30,Gotten better / somewhat better,High School Graduate,Approve / Somewhat Approve,More Than Once a Week,Full-Time,150k+,No,No,Illinois,2019,union_hh,Yes,Disapprove / Somewhat Disapprove,Married,Some of the time,Very Liberal,,,,,,,,,,,,
Male,Own,Never Heard / Not Sure,Not Very Strong Democrat,,Not protestant,No,Roman Catholic,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Non-Citizen,18,Gotten worse / somewhat worse,High School Graduate,Never Heard / Not Sure,Once a Week,Student,30k - 40k,No,Yes,North Carolina,2022,union_hh,No,Never Heard / Not Sure,Single / Never Married,Only now and then,Moderate,,,,Democratic,,,,,Democratic,,,
Male,Own,Approve / Somewhat Approve,Strong Democrat,Democratic,Not protestant,Yes,Muslim,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,26,Gotten better / somewhat better,4-Year,Never Heard of this Person,Once a Week,Full-Time,100k - 120k,No,Yes,Texas,2014,union_hh,Yes,Approve / Somewhat Approve,Married,Some of the time,Conservative,No Record of Voting,No Record of Party Registration,Democratic,Democratic,No Record of Registration,"Yes, definitely",,Yes,Democratic,Democratic,Democratic,Democratic
Female,Rent,Never Heard of this Person,Independent,,Not protestant,Yes,Muslim,union,Very Important,Approve / Somewhat Approve,Asian,Disapprove / Somewhat Disapprove,Non-Citizen,36,Gotten much better,Some College,Never Heard of this Person,Seldom,Full-Time,40k - 50k,No,Yes,Illinois,2018,union_hh,No,Never Heard of this Person,Domestic Partnership,Hardly at all,Not Sure,No Record of Voting,No Record of Party Registration,,,No Record of Registration,Undecided,,,,,Democratic,
Female,Own,Never Heard / Not Sure,Strong Republican,,Not protestant,Yes,Something Else,union,Very Important,Strongly Approve,Asian,Strongly Disapprove,Citizen,24,Gotten much better,High School Graduate,Never Heard / Not Sure,Once a Week,Homemaker,80k - 100k,No,Yes,Utah,2020,union_hh,No,Never Heard / Not Sure,Divorced,Most of the time,Very Conservative,No Record of Voting,No Record of Party Registration,,,No Record of Registration,"Yes, definitely",Republican,,,,,
Female,Rent,,Strong Democrat,Democratic,Baptist,No,Protestant,union,Very Important,Strongly Approve,Asian,Disapprove / Somewhat Disapprove,Citizen,24,Stayed about the same,4-Year,Approve / Somewhat Approve,More Than Once a Week,Student,50k - 60k,No,Yes,New Jersey,2011,union_hh,Yes,Approve / Somewhat Approve,Single / Never Married,Some of the time,Liberal,,,,,,,,,,,,
Female,Rent,Never Heard / Not Sure,Strong Republican,Republican,Not protestant,Yes,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Never Heard / Not Sure,Citizen,30,Gotten worse / somewhat worse,High School Graduate,Never Heard / Not Sure,Seldom,Homemaker,30k - 40k,No,Yes,Virginia,2012,union_hh,No,Never Heard / Not Sure,Married,Only now and then,Very Conservative,No Record of Voting,No Record of Party Registration,Republican,Republican,No Record of Registration,"Yes, definitely",Republican,Yes,Republican,Republican,,
Male,Rent,Strongly Approve,Lean Democrat,Democratic,Not protestant,No,Hindu,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Citizen,63,Gotten better / somewhat better,4-Year,Never Heard / Not Sure,Once a Week,Full-Time,120k - 150k,No,Yes,California,2022,union_hh,No,Strongly Approve,Married,Most of the time,Moderate,,,Democratic,Democratic,,"Yes, definitely",,Yes,Democratic,Democratic,Democratic,Democratic
Female,Rent,Never Heard / Not Sure,Not Sure,,Adventist,Yes,Protestant,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,47,Not sure,Some College,Never Heard / Not Sure,Seldom,Full-Time,20k - 30k,No,Yes,Kansas,2020,union_hh,No,Never Heard / Not Sure,Widowed,Hardly at all,Moderate,No Record of Voting,No Record of Party Registration,,Republican,Unregistered,No,Republican,,Republican,,,
Male,,Disapprove / Somewhat Disapprove,Strong Republican,Republican,Not protestant,No,Roman Catholic,union,Very Important,Strongly Approve,Asian,Strongly Disapprove,Citizen,72,Stayed about the same,Post-Grad,Strongly Approve,Once a Week,Retired,60k - 70k,,No,Maryland,2008,union_hh,No,Disapprove / Somewhat Disapprove,Married,Most of the time,Very Conservative,No Record of Voting,,,,No Record of Registration,,Republican,Yes,,Republican,,
Female,Rent,Strongly Approve,Not Very Strong Republican,Republican,Not protestant,Yes,Hindu,union,Very Important,Approve / Somewhat Approve,Asian,Strongly Approve,Non-Citizen,29,Gotten better / somewhat better,Post-Grad,Approve / Somewhat Approve,A Few Times a Year,Unemployed,Prefer not to say,No,Yes,California,2016,union_hh,No,Approve / Somewhat Approve,Married,Only now and then,Conservative,No Record of Voting,No Record of Party Registration,Democratic,,No Record of Registration,Probably,Republican,Yes,Democratic,Democratic,,
Male,Rent,Strongly Disapprove,Independent,Did not Vote,Not protestant,No,Buddhist,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Citizen,41,Gotten worse / somewhat worse,High School Graduate,Never Heard / Not Sure,A Few Times a Year,Unemployed,30k - 40k,Yes,Yes,Tennessee,2022,union_hh,No,Never Heard / Not Sure,Domestic Partnership,Only now and then,Moderate,,,,,,Undecided,,,,,Republican,
Male,Own,Never Heard / Not Sure,Not Very Strong Democrat,Republican,Not protestant,Yes,Muslim,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Citizen,46,Stayed about the same,Post-Grad,Never Heard / Not Sure,Once a Week,Full-Time,150k+,No,Yes,New York,2022,union_hh,No,Approve / Somewhat Approve,Married,Most of the time,Moderate,,,Democratic,Democratic,,Probably,,Yes,Democratic,Democratic,Democratic,Democratic
Male,Own,Approve / Somewhat Approve,Lean Republican,,Nondenominational or Independent Church,No,Protestant,union,Very Important,Never Heard / Not Sure,Asian,Approve / Somewhat Approve,Citizen,25,Stayed about the same,Post-Grad,Approve / Somewhat Approve,A Few Times a Year,Full-Time,80k - 100k,No,Yes,Hawaii,2014,union_hh,Yes,Approve / Somewhat Approve,Single / Never Married,Only now and then,Conservative,No Record of Voting,No Record of Party Registration,Republican,Republican,No Record of Registration,Plan to vote early,,Yes,,Republican,Republican,Republican
Female,Own,Approve / Somewhat Approve,Strong Democrat,Democratic,Not protestant,Yes,Hindu,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Approve / Somewhat Approve,Citizen,51,Gotten worse / somewhat worse,Post-Grad,Approve / Somewhat Approve,Once a Week,Full-Time,150k+,No,Yes,New Jersey,2020,union_hh,No,Approve / Somewhat Approve,Married,Most of the time,Very Liberal,Voted,No Record of Party Registration,Democratic,Democratic,Active,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Male,Other,Strongly Disapprove,Lean Democrat,,Not protestant,No,Muslim,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,45,Gotten worse / somewhat worse,No HS,Never Heard / Not Sure,A Few Times a Year,Permanently Disabled,20k - 30k,No,Yes,Florida,2016,union_hh,No,Never Heard / Not Sure,Married,Hardly at all,Moderate,No Record of Voting,No Record of Party Registration,,Democratic,Active,Probably,Democratic,No,,,,
Female,Own,Approve / Somewhat Approve,Lean Republican,Republican,Not protestant,No,Buddhist,union,Very Important,Strongly Approve,Asian,Strongly Disapprove,Citizen,66,Gotten much better,Some College,Approve / Somewhat Approve,A Few Times a Year,Retired,Prefer not to say,No,No,Pennsylvania,2018,union_hh,No,Disapprove / Somewhat Disapprove,Married,Most of the time,Conservative,Voted,Republican Party,Republican,Republican,Active,"Yes, definitely",,Yes,Republican,Republican,Republican,Republican
,Rent,Disapprove / Somewhat Disapprove,Strong Republican,Republican,Nondenominational or Independent Church,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,67,Gotten much worse,4-Year,Disapprove / Somewhat Disapprove,More Than Once a Week,Retired,40k - 50k,No,No,California,2022,union_hh,Yes,Strongly Disapprove,Married,Some of the time,Very Conservative,,,Republican,Republican,,"Yes, definitely",,Yes,Republican,Republican,Republican,Republican
Female,Own,Approve / Somewhat Approve,Strong Democrat,Democratic,Not protestant,Yes,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,20,Gotten better / somewhat better,2-Year,Strongly Approve,A Few Times a Year,Full-Time,50k - 60k,No,No,Florida,2020,union_hh,No,Approve / Somewhat Approve,Married,Most of the time,Very Liberal,No Record of Voting,No Record of Party Registration,,Democratic,No Record of Registration,"Yes, definitely",Democratic,Yes,,Democratic,,
Female,Own,Strongly Approve,Not Very Strong Democrat,Democratic,Not protestant,Yes,Roman Catholic,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,37,Gotten much better,4-Year,Strongly Approve,More Than Once a Week,Part-Time,70k - 80k,Yes,Yes,South Carolina,2016,union_hh,No,Strongly Approve,Married,Don't Know,Not Sure,No Record of Voting,No Record of Party Registration,Democratic,Democratic,No Record of Registration,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Female,Other,Strongly Disapprove,Independent,Democratic,Not protestant,No,Nothing in Particular,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,87,Gotten much worse,No HS,Approve / Somewhat Approve,A Few Times a Year,Retired,20k - 30k,No,Yes,Florida,2020,union_hh,No,Strongly Disapprove,Widowed,Most of the time,Moderate,No Record of Voting,No Record of Party Registration,,,No Record of Registration,I already voted (early or absentee),,Yes,,Democratic,,
Female,Rent,Never Heard / Not Sure,Not Very Strong Democrat,Democratic,Not protestant,No,Muslim,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,22,Stayed about the same,4-Year,Never Heard / Not Sure,A Few Times a Year,Part-Time,30k - 40k,Yes,Yes,Texas,2012,union_hh,No,Disapprove / Somewhat Disapprove,Single / Never Married,Only now and then,Moderate,Voted,No Record of Party Registration,Democratic,Democratic,Active,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Female,Own,Approve / Somewhat Approve,Strong Democrat,,Not protestant,,Muslim,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Citizen,39,Stayed about the same,4-Year,Approve / Somewhat Approve,Once a Week,Unemployed,20k - 30k,No,Yes,New York,2014,union_hh,No,Approve / Somewhat Approve,Married,Most of the time,Moderate,No Record of Voting,No Record of Party Registration,,Democratic,Active,"Yes, definitely",,No,,,,
Female,,Strongly Approve,Strong Democrat,Democratic,Nondenominational or Independent Church,Yes,Protestant,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,40,Gotten much worse,Post-Grad,Approve / Somewhat Approve,More Than Once a Week,Part-Time,150k+,,Yes,Illinois,2008,union_hh,Yes,Strongly Approve,Married,Most of the time,Very Liberal,Voted,,Democratic,Democratic,Active,,Democratic,Yes,Democratic,Democratic,,
Male,Own,Approve / Somewhat Approve,Not Very Strong Democrat,Democratic,Not protestant,Yes,Roman Catholic,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Citizen,38,Stayed about the same,4-Year,Approve / Somewhat Approve,Once a Week,Full-Time,70k - 80k,No,Yes,California,2016,union_hh,No,Approve / Somewhat Approve,Married,Some of the time,Moderate,Voted,No Record of Party Registration,Democratic,Democratic,Active,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Female,Own,Never Heard of this Person,Strong Democrat,,Not protestant,No,Muslim,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,18,Gotten better / somewhat better,High School Graduate,Never Heard of this Person,Seldom,Student,70k - 80k,No,Yes,New York,2014,union_hh,No,Never Heard of this Person,Single / Never Married,Only now and then,Very Liberal,No Record of Voting,No Record of Party Registration,,Democratic,Active,Probably,,No,,,Democratic,
Female,Own,Strongly Approve,Not Very Strong Republican,Democratic,Not protestant,No,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,40,Gotten worse / somewhat worse,Post-Grad,Disapprove / Somewhat Disapprove,Seldom,Other,Prefer not to say,No,No,Hawaii,2018,union_hh,No,Disapprove / Somewhat Disapprove,Married,Most of the time,Conservative,No Record of Voting,No Record of Party Registration,Democratic,Green,No Record of Registration,"Yes, definitely",,Yes,Democratic,Democratic,Republican,Republican
Female,Rent,Approve / Somewhat Approve,Not Very Strong Democrat,Democratic,Not protestant,No,Eastern or Greek Orthodox,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,25,Gotten better / somewhat better,Post-Grad,Approve / Somewhat Approve,A Few Times a Year,Unemployed,100k - 120k,No,Yes,New York,2020,union_hh,No,Approve / Somewhat Approve,Single / Never Married,Most of the time,Liberal,Voted,No Record of Party Registration,,Democratic,Active,Plan to vote early,Democratic,Yes,,Democratic,,
Female,Rent,Approve / Somewhat Approve,Independent,,Not protestant,No,Roman Catholic,union,Very Important,,Asian,,Non-Citizen,39,Stayed about the same,4-Year,Never Heard of this Person,Seldom,Part-Time,10k - 20k,No,No,Nevada,2019,union_hh,Yes,Never Heard of this Person,Married,Don't Know,Moderate,,,,,,,,,,,,
Male,,Never Heard / Not Sure,Lean Republican,Democratic,Baptist,No,Protestant,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,21,Gotten much worse,Some College,Never Heard / Not Sure,More Than Once a Week,Student,Less than 10k,,Yes,Washington,2008,union_hh,Yes,Never Heard / Not Sure,Single / Never Married,Most of the time,Moderate,Voted,,,,Active,,Democratic,Yes,,Republican,,Republican
Female,Rent,Strongly Approve,Not Very Strong Republican,Democratic,Not protestant,No,Roman Catholic,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Strongly Approve,Citizen,61,Gotten worse / somewhat worse,High School Graduate,Strongly Approve,Once a Week,Homemaker,30k - 40k,No,Yes,California,2020,union_hh,No,Approve / Somewhat Approve,Married,Some of the time,Moderate,Voted,No Record of Party Registration,,Democratic,Active,"Yes, definitely",Democratic,Yes,,Democratic,,
